Name,Asset Type,Location,Commodity,Operating Company,Status
Modikwa,Mine (General),South Africa,Gold,Anglo American Platinum Ltd,Normal Operation
Niquelandia,Mine (General),Brazil,Nickel,Votorantim SA,Care and Maintenance
Zanesville Manufacturing Plant,Mine (General),United States,Vanadium,Amg Vanadium LLC,Under Construction
Mineral Hill,Mine (General),Australia,Gold,Kingston Resources Ltd,Normal Operation
Clear Hills Iron Ore Deposits,Mine (General),Canada,Iron Ore,Ironstone Resources Ltd,Unknown
El Barqueño Gold,Mine (General),Mexico,Copper,Agnico Eagle Mines Ltd,Prefeasibility
Faleme Iron Ore Deposit,Mine (General),Senegal,Iron Ore,Arcelormittal Ltd,Not Applicable
Navachab,Mine (General),Namibia,Gold,QKR Corporation Ltd,Normal Operation
Gympie Eldorado,Mine (General),Australia,Gold,Gympie Eldorado Mining Pty Ltd,Normal Operation
50th October Anniversary (Koktaus),Mine (General),Kazakhstan,Copper,Russian Copper Co Cjsc,Normal Operation
Bald Mountain,Mine (General),United States,Silver,Kinross Gold Corp,Normal Operation
Tiantaishan Manganese Mine,Mine (General),China (Mainland),Manganese Ore,Shanxi Zhongtai Industry Development Co Ltd,Normal Operation
Kharchenkovskoye Iron Ore Deposit,Mine (General),Ukraine,Iron Ore,Poltavskaya Iron Ore Mines,Unknown
Balancing item Ecuador iron ore mines,Mine (General),Ecuador,Iron Ore,Various,Normal Operation
Stratoni,Mine (General),Greece,Zinc,Eldorado Gold Corp,Normal Operation
Bokoni,Mine (General),South Africa,Palladium,African Rainbow Minerals Ltd,Care and Maintenance
Mirador,Mine (General),Ecuador,Gold,TongLing Nonferrous Metals Group Holdings Co Ltd,Normal Operation
Kola Peninsula,Mine (General),Russia,Nickel,GMK Noril'skiy Nikel' PAO,Normal Operation
Ironveld Iron Ore Project,Mine (General),South Africa,Vanadium,Ironveld plc,Prefeasibility
Almagrera Complex,Mine (General),Spain,Copper,Minas de Almagrera SA,Normal Operation
Macheng Iron Ore Mine,Mine (General),China (Mainland),Iron Ore,Hebei Iron & Steel Group Co Ltd,Normal Operation
Kipushi,Mine (General),Congo (DRC),Zinc,Ivanhoe Mines Ltd,Under Construction
Pedra de Ferro Exp Phase2,Mine (General),Brazil,Iron Ore,Eurasian Natural Resources Corporation Ltd,Unknown
Phu Kham Heap Leach,Mine (General),Laos,Silver,Panaust Ltd,Care and Maintenance
Poplar Copper/Gold/Molybdenum Deposit,Mine (General),Canada,Molybdenum,Lions Gate Metals Inc,Conceptual project
Rhovan (Brits) Vanadium Mine,Mine (General),South Africa,Vanadium,Rhombus Vanadium (Pty) Ltd,Normal Operation
Kambalda South Nickel Mines,Mine (General),Australia,Cobalt,Mincor Resources NL,Normal Operation
Wonawinta,Mine (General),Australia,Silver,Manuka Resources Ltd,Normal Operation
Toruntepe Chromite Mine,Mine (General),Turkey,Chromite,Dedeman Madencilik Sanayi ve Ticaret AS,Normal Operation
Nokomis,Mine (General),United States,Silver,Antofagasta PLC,Prefeasibility
Bulyanhulu,Mine (General),Tanzania,Copper,Barrick Gold Corp,Normal Operation
North Fork,Mine (General),United States,Gold,North Fork Mining Corp,Normal Operation
Implied Production,Mine (General),Guinea,Gold,Guinea,Normal Operation
Rosemont,Mine (General),United States,Copper,Hudbay Minerals Inc,Feasibility
Simbili Iron Ore Deposit,Mine (General),Sierra Leone,Iron Ore,Tonkolili Iron Ore Mine,Unknown
Balancing item Vietnam copper mines,Mine (General),Vietnam,Copper,Various,Normal Operation
Metates,Mine (General),Mexico,Gold,Chesapeake Gold Corp,Conceptual project
Shebandowan,Mine (General),Canada,Platinum,White Metal Resources Corp,Normal Operation
Implied Production,Mine (General),Poland,Palladium,Poland,Normal Operation
Crocodile River,Mine (General),South Africa,Silver,Eastern Platinum Ltd,Normal Operation
Verninskoye,Mine (General),Russia,Gold,Polyus PAO,Normal Operation
El Morro,Mine (General),Chile,Silver,Teck Resources Ltd,Normal Operation
Castellanos,Mine (General),Cuba,Zinc,Empresa Minera del Caribe SA,Normal Operation
Fremont,Mine (General),United States,Gold,Stratabound Minerals Corp,Conceptual project
Samancor Chrome Mines,Mine (General),South Africa,Chromite,Samancor Chrome,Normal Operation
La Cienega,Mine (General),Mexico,Lead,Industrias Penoles SAB de CV,Normal Operation
Mine D'akka,Mine (General),Morocco,Gold,Managem SA,Normal Operation
Balancing item DRC copper mines,Mine (General),Congo (DRC),Copper,Various,Normal Operation
Valentine Lake,Mine (General),Canada,Gold,Marathon Gold Corp,Feasibility
Youkou Iron Ore Deposit,Mine (General),Congo (RC),Iron Ore,Waratah Resources Ltd,"Project, no spec"
Urkut Manganese Mine,Mine (General),Hungary,Manganese Ore,Mangan Kft,Normal Operation
Navachab,Mine (General),Namibia,Silver,QKR Corporation Ltd,Normal Operation
Batie West,Mine (General),Burkina Faso,Gold,Centamin PLC,Prefeasibility
Xuchang Iron Ore Deposit,Mine (General),China (Mainland),Iron Ore,Henan Jiyuan Iron And Steel (Group) Co,Unknown
Artel Amur,Mine (General),Russia,Platinum,Russian Platinum Ltd,Normal Operation
Implied Production,Mine (General),Thailand,Gold,Thailand,Normal Operation
Poderosa,Mine (General),Peru,Silver,Compania Minera Poderosa SA,Normal Operation
Chowgule Small Iron Ore Mines,Mine (General),India,Iron Ore,Chowgule & Co (Pvt) Ltd,Normal Operation
Sredny Golgotay,Mine (General),Russia,Silver,Highland Gold Mining Ltd,Normal Operation
ABCRuthenium,Mine (General),India,Ruthenium,Glencore PLC,Trial Production
Solomon Exp Phase2,Mine (General),Australia,Iron Ore,Fortescue Metals Group Ltd,Normal Operation
Camperdown,Mine (General),Zimbabwe,Silver,TVI Pacific Inc,Normal Operation
Tajo Norte,Mine (General),Peru,Copper,Compania de Minas Buenaventura SAA,Normal Operation
Baiyin,Mine (General),China (Mainland),Copper,Baiyin Nonferrous Group Co Ltd,Normal Operation
Hera-Nymagee,Mine (General),Australia,Zinc,Aurelia Metals Ltd,Care and Maintenance
Casiguran,Mine (General),Philippines,Nickel,Century Peak Holdings Corp,Care and Maintenance
San Francisco del Oro,Mine (General),Mexico,Gold,Magna Gold Corp,Normal Operation
Victoria,Mine (General),Philippines,Copper,Lepanto Consolidated Mining Co,Feasibility
North Mara,Mine (General),Tanzania,Gold,Barrick Gold Corp,Normal Operation
Hekimhan Bicir Chromite Mine,Mine (General),Turkey,Chromite,Bilfer Madencilik Chromite Mines,Normal Operation
Magistral Copper Mine,Mine (General),Peru,Molybdenum,Cia Minera Milpo SA,Feasibility
Nyidinghu Iron Ore Deposit,Mine (General),Australia,Iron Ore,Fortescue Metals Group Ltd,Unknown
Balancing item Korea (Rep. of) iron ore mines,Mine (General),South Korea,Iron Ore,Various,Normal Operation
Wadi Mahram Chromite Mines,Mine (General),Oman,Chromite,Gulf Mining Materials Co,Normal Operation
La Costena Iron Ore Deposit,Mine (General),Mexico,Iron Ore,Cotton & Western Mining Inc,"Project, no spec"
DSO Iron Mine,Mine (General),Canada,Iron Ore,New Millennium Iron Corp,Unknown
Faryab Chromite Mine,Mine (General),Iran,Chromite,Faryab Mining Co,Normal Operation
Mercedes,Mine (General),Mexico,Gold,Bear Creek Mining Corp,Normal Operation
Angang Group Wafangzi Manganese Mine,Mine (General),China (Mainland),Manganese Ore,Anshan Iron & Steel Group Corp,Normal Operation
Red Lake,Mine (General),Canada,Gold,Evolution Mining Ltd,Normal Operation
Bangur Chromite Mine,Mine (General),India,Chromite,IMFA Chromite Mines,Not Applicable
Santo Domingo Copper Deposit,Mine (General),Chile,Iron Ore,Far West Mining Ltd,Unknown
Rio Tabaconas,Mine (General),Peru,Gold,Golden Arrow Resources Corp,Normal Operation
Boroo,Mine (General),Mongolia,Gold,OZD ASIA Pte Ltd,Normal Operation
Dongshan Iron Ore Mine,Mine (General),China (Mainland),Iron Ore,Maanshan Nanshan Mining Co,Unknown
Snakeshead,Mine (General),Zimbabwe,Platinum,Vast Resources PLC,Normal Operation
Lac Levac,Mine (General),Canada,Rhodium,Prodigy Gold Inc,Normal Operation
Western Queen,Mine (General),Australia,Gold,Rumble Resources Ltd,Conceptual project
Fenix,Mine (General),Guatemala,Nickel,Solway Investment Group Ltd,Normal Operation
Tumurtei Iron Ore Mine,Mine (General),Mongolia,Iron Ore,State of Mongolia,"Project, no spec"
San Francisco,Mine (General),Mexico,Zinc,Magna Gold Corp,Normal Operation
Paishanlou,Mine (General),China (Mainland),Gold,Liaoning Paishanlou Gold Mining Co Ltd,Normal Operation
Zinkgruvan,Mine (General),Sweden,Lead,Lundin Mining Corp,Normal Operation
Coyote,Mine (General),Australia,Gold,Tanami Gold NL,Conceptual project
Don Nicolas,Mine (General),Argentina,Gold,Cerrado Gold Inc,Normal Operation
Copper Mountain,Mine (General),Canada,Silver,Copper Mountain Mining Corp,Normal Operation
Tibet Luobusha Chrome Mine,Mine (General),China (Mainland),Chromite,Tibet Mineral Development Co Ltd,Normal Operation
Spence Growth Option,Mine (General),Chile,Copper,BHP Group PLC,Normal Operation
Platosa-Saltierra,Mine (General),Mexico,Silver,Excellon Resources Inc,Care and Maintenance
Imini Manganese Mine,Mine (General),Morocco,Manganese Ore,Sa Cherifienne Detudes Minieres,Normal Operation
Chogart Iron Ore Mine,Mine (General),Iran,Iron Ore,Iran Minerals Production & Supply Co,Unknown
Edikan,Mine (General),Ghana,Gold,Perseus Mining Ltd,Normal Operation
Andina,Mine (General),Chile,Copper,Corporacion Nacional del Cobre (Codelco),Normal Operation
Mina Isidora,Mine (General),Venezuela,Gold,Rambler Metals and Mining PLC,Care and Maintenance
Ergo,Mine (General),South Africa,Gold,DRDGOLD Ltd,Care and Maintenance
Woodlawn,Mine (General),Australia,Lead,Heron Resources Ltd,Normal Operation
Wafi-Golpu,Mine (General),Papua New Guinea,Silver,Newcrest Mining Ltd,Normal Operation
Implied Production Benin,Mine (General),Benin,Silver,Benin,Normal Operation
Beeshoek,Mine (General),South Africa,Iron Ore,Assmang Pty Ltd,Normal Operation
Fresnillo,Mine (General),Mexico,Gold,Fresnillo PLC,Normal Operation
Burlukskoye Iron Ore Mine,Mine (General),Russia,Iron Ore,Irbinsky Iron Ore Mine,Normal Operation
Tower,Mine (General),Canada,Gold,Moneta Gold Inc,Conceptual project
Reward,Mine (General),United States,Gold,Taseko Mines Ltd,Normal Operation
Implied Production,Mine (General),Niger,Gold,Niger,Normal Operation
Horizon 1,Mine (General),Australia,Iron Ore,Atlas Iron Pty Ltd,"Project, no spec"
Eau Claire,Mine (General),Canada,Gold,Fury Gold Mines Ltd,Feasibility
Cerro Vanguardia,Mine (General),Argentina,Gold,AngloGold Ashanti Ltd,Normal Operation
Balancing item New Caledonia nickel mines,Mine (General),New Caledonia,Nickel,Various,Normal Operation
Norseman,Mine (General),Australia,Gold,Tulla Resources PLC,Under Construction
Chassoul,Mine (General),Costa Rica,Silver,Ascot Mining PLC,Normal Operation
La Colorada,Mine (General),Mexico,Silver,Pan American Silver Corp,Normal Operation
Beta Hunt,Mine (General),Australia,Nickel,Karora Resources Inc,Normal Operation
KGHM Consolidated,Mine (General),Poland,Gold,KGHM Polska Miedz SA,Normal Operation
Woodie Woodie Manganese Mine,Mine (General),Australia,Manganese Ore,Pilbara Manganese Pty Ltd,Normal Operation
Trekkopje Uranium Mine,Mine (General),Namibia,Vanadium,Areva Resources Southern Africa,Under Construction
Inmaculada,Mine (General),Peru,Silver,Hochschild Mining PLC,Normal Operation
Thekna Chromite Mine,Mine (General),Albania,Chromite,Albchrome,Normal Operation
Thagadur Chromite Mine,Mine (General),India,Chromite,Mysore Minerals,Normal Operation
Roper Bar,Mine (General),Australia,Iron Ore,Nathan River Resources Pty Ltd,Normal Operation
Hannukainen Iron Mine,Mine (General),Finland,Iron Ore,Northland Resources Inc,Unknown
El Toqui,Mine (General),Chile,Lead,Compania Minera del Pacifico SA,Conceptual project
Kouri,Mine (General),Burkina Faso,Gold,Golden Rim Resources Ltd,Prefeasibility
Acoje,Mine (General),Philippines,Nickel,DMCI Holdings Inc,Feasibility
Sakatti,Mine (General),Finland,Palladium,Anglo American Platinum Ltd,Prefeasibility
Tizapa,Mine (General),Mexico,Copper,Industrias Penoles SAB de CV,Normal Operation
Kilimapesa,Mine (General),Kenya,Silver,Caracal Gold PLC,Normal Operation
Murrin Murrin,Mine (General),Australia,Cobalt,Glencore PLC,Normal Operation
Pioche,Mine (General),United States,Zinc,Altair Resources Inc,Feasibility
Black Mountain,Mine (General),South Africa,Zinc,Black Mountain Mining (Pty) Ltd,Normal Operation
Kuervitikko Deposit,Mine (General),Finland,Iron Ore,Northland Resources SE,Unknown
La Victoria/Lo Increible,Mine (General),Venezuela,Gold,Minera Bonanza CA,Feasibility
Flin Flon,Mine (General),Canada,Silver,Hudbay Minerals Inc,Normal Operation
Bingham Canyon,Mine (General),United States,Gold,Kennecott Utah Copper LLC,Normal Operation
Balancing item Greenland,Mine (General),,Silver,Greenland,Normal Operation
Duck Pond,Mine (General),Canada,Gold,Teck Resources Ltd,Care and Maintenance
Balancing item Canada,Mine (General),Canada,Cobalt,Various,Normal Operation
Kamoto,Mine (General),Congo (DRC),Cobalt,Kamoto Copper Company sarl,Normal Operation
Ernest Henry,Mine (General),Australia,Gold,Evolution Mining Ltd,Normal Operation
Wiluna West,Mine (General),Australia,Iron Ore,GWR Group Ltd,Conceptual project
Candelaria,Mine (General),Chile,Copper,Lundin Mining Corp,Normal Operation
Miscellaneous Alluvial (Russia),Mine (General),Russia,Silver,Wesdome Gold Mines Ltd,Normal Operation
Francisco I Madero,Mine (General),Mexico,Copper,Industrias Penoles SAB de CV,Normal Operation
Molejon,Mine (General),Panama,Gold,Petaquilla Minerals Ltd,Normal Operation
Silvova,Mine (General),Kosovo,Gold,Avrupa Minerals Ltd,Conceptual project
Golden Highway,Mine (General),Australia,Gold,Gold Road Resources Ltd,Feasibility
Matagami (Bracemac-Mcleod),Mine (General),Canada,Silver,Glencore PLC,Normal Operation
Implied Production Argentina,Mine (General),Argentina,Silver,Argentina,Normal Operation
Buruktalsky Nickel Mine,Mine (General),Russia,Cobalt,Southern Ural Nickel Plant OJSC,Temporarily Closed
Leeuwkop,Mine (General),South Africa,Platinum,Afplats Pty Ltd,Normal Operation
Gai,Mine (General),Russia,Zinc,Ural Mining & Metallurgical,Normal Operation
Crucero,Mine (General),Peru,Gold,GoldMining Inc,Prefeasibility
Simandou,Mine (General),Guinea,Iron Ore,Rio Tinto PLC,Prefeasibility
Magistral,Mine (General),Peru,Copper,Nexa Resources Peru SAA,Feasibility
Block B,Mine (General),Venezuela,Gold,Hecla Mining Co,Normal Operation
Sterling,Mine (General),United States,Gold,Coeur Mining Inc,Care and Maintenance
Savannah Nickel (Sally Malay),Mine (General),Australia,Cobalt,Panoramic Resources Ltd,Not Applicable
Sukharinskoye Iron Ore Deposit,Mine (General),Russia,Iron Ore,Shalymskaya Geological Prospecting Expedition Ojsc,Unknown
San Martin (Jalisco),Mine (General),Mexico,Silver,First Majestic Silver Corp,Normal Operation
Ajo (New Cornelia) Copper Mine,Mine (General),United States,Molybdenum,Freeport-McMoRan Inc,Not Applicable
Balancing item Sweden iron ore mines,Mine (General),Sweden,Iron Ore,Various,Normal Operation
Independence,Mine (General),United States,Gold,Golden Independence Mining Corp,Conceptual project
Xingangtie Iron Ore Mine,Mine (General),China (Mainland),Iron Ore,Anshan Iron & Steel Group Corp,Unknown
Avebury,Mine (General),Australia,Nickel,Mallee Resources Ltd,Care and Maintenance
Manantial Espejo,Mine (General),Argentina,Silver,Pan American Silver Corp,Care and Maintenance
Cariboo,Mine (General),Canada,Silver,Osisko Gold Royalties Ltd,Feasibility
Yushan/Dongxiang,Mine (General),China (Mainland),Copper,Jiangxi Copper Co Ltd,Normal Operation
Porco,Mine (General),Bolivia,Zinc,Cia Minera del Sur SA,Normal Operation
Outer Harbour,Mine (General),Australia,Iron Ore,BHP Group Ltd,"Project, no spec"
Gold Rock,Mine (General),United States,Gold,Calibre Mining Corp,Under Construction
Igarape Iron Ore Mine,Mine (General),Brazil,Iron Ore,Mineracao J Mendes Ltda,Normal Operation
Kudumane Manganese Deposit,Mine (General),South Africa,Manganese Ore,Kudumane Manganese Resources (Pty) Ltd,"Project, no spec"
Implied Production,Mine (General),Mali,Gold,Mali,Normal Operation
Sisson Brook Tungsten/Molybdenum Deposit,Mine (General),Canada,Molybdenum,Northcliff Resources Ltd.,Feasibility
Lac Levac Nickel Deposit,Mine (General),Canada,Cobalt,Golden Goose Resources Ltd,Conceptual project
Boa Esperanca,Mine (General),Brazil,Copper,Ero Copper Corp,Normal Operation
Koodaideri Phase 2,Mine (General),Australia,Iron Ore,BC Pilbara Iron Ore Pty Ltd,Prefeasibility
Ostapal Chromite Mine,Mine (General),India,Chromite,Facor Group,Normal Operation
Bolani (OMDC) Iron Ore Mine,Mine (General),India,Manganese Ore,Orissa Minerals Development Co. Ltd,Temporarily Closed
Morro da Mina Manganese Mine,Mine (General),Brazil,Manganese Ore,Vale Manganese,Normal Operation
Perlot Chromite Mines,Mine (General),Albania,Chromite,State of Albania,"Project, no spec"
White Mountain,Mine (General),China (Mainland),Gold,China National Gold Group Co Ltd,Feasibility
Angas,Mine (General),Australia,Gold,Terramin Australia Ltd,Care and Maintenance
Tumurtiin-Ovoo,Mine (General),Mongolia,Zinc,China Nonferrous Mining Corp Ltd,Normal Operation
San Vicente,Mine (General),Peru,Lead,Pan American Silver Corp,Normal Operation
NiWest Nickel Deposits,Mine (General),Australia,Cobalt,NiWest Ltd,Prefeasibility
Zabel,Mine (General),Australia,Nickel,Titan Resources International Corp,Conceptual project
Alemao,Mine (General),Brazil,Gold,Vale SA,Feasibility
Fancheng Manganese Mine,Mine (General),China (Mainland),Manganese Ore,China National Non-ferrous Metals Industry Corp,"Project, no spec"
Zandrivierspoort Iron Ore Deposit,Mine (General),South Africa,Iron Ore,Sishen Iron Ore Company,Unknown
Zeravshan,Mine (General),Tajikistan,Silver,Zijin Mining Group Co Ltd,Normal Operation
Tivani Iron Ore Deposit,Mine (General),South Africa,Iron Ore,Tivani Pty Ltd,Unknown
Oumejrane,Mine (General),Morocco,Copper,Managem SA,Normal Operation
Implied Production,Mine (General),Gambia,Gold,Gambia,Normal Operation
Pajingo,Mine (General),Australia,Gold,Minjar Gold Pty Ltd,Normal Operation
Balancing item Turkey nickel mines,Mine (General),Turkey,Nickel,Various,Normal Operation
Nixon Fork,Mine (General),United States,Gold,Mystery Creek Resources Inc,Care and Maintenance
Changba,Mine (General),China (Mainland),Zinc,Baiyin Nonferrous Group Co Ltd,Normal Operation
Baishizhang Molybdenum Mine,Mine (General),China (Mainland),Molybdenum,Wanfang Group,Under Construction
Zinkgruvan,Mine (General),Sweden,Zinc,Lundin Mining Corp,Normal Operation
Jinfeng,Mine (General),China (Mainland),Gold,China National Gold Group Co Ltd,Normal Operation
Juby,Mine (General),Canada,Gold,Aris Gold Corp,Prefeasibility
Implied Production India,Mine (General),India,Silver,India,Normal Operation
Roche Bay Iron Ore (Magnetite) Deposit,Mine (General),Canada,Iron Ore,Roche Bay Plc,Unknown
Troilus,Mine (General),Canada,Copper,Troilus Gold Corp,Prefeasibility
Bulyanhulu,Mine (General),Tanzania,Gold,Barrick Gold Corp,Normal Operation
Lagoa Salgada,Mine (General),Portugal,Zinc,Ascendant Resources Inc,Feasibility
Implied Production United States,Mine (General),United States,Silver,United States,Normal Operation
Omagh,Mine (General),United Kingdom,Silver,Omagh Minerals Ltd,Under Construction
Mariana Complex,Mine (General),Brazil,Iron Ore,Vale SA,Normal Operation
Boikgantsho,Mine (General),South Africa,Platinum,Atlatsa Resources Corp,Normal Operation
Southeast Mining & Milling Division (SEMO),Mine (General),United States,Zinc,Doe Run Resources Corp,Normal Operation
Ant Hill Manganese Mine,Mine (General),Australia,Manganese Ore,Auvex Resources Ltd,Normal Operation
Implied Production,Mine (General),Philippines,Gold,Philippines,Normal Operation
Henry Gould Chrome Mine,Mine (General),South Africa,Chromite,Western Chrome Mines Samancor,Normal Operation
Bachelor Lake,Mine (General),Canada,Gold,BonTerra Resources Inc,Care and Maintenance
Undur-Tsagaan Tungsten/Molybdenum Deposit,Mine (General),Mongolia,Molybdenum,QGX Ltd,Conceptual project
Estrellita Copper Mine,Mine (General),Chile,Iron Ore,Santo Domingo Copper Deposit,Unknown
Blaiken,Mine (General),Sweden,Gold,Lappland Goldminers AB,Normal Operation
Temirkan Iron Ore Deposit,Mine (General),Uzbekistan,Iron Ore,"Uzbekistan, Republic of (Government)","Project, no spec"
Colquisiri,Mine (General),Peru,Copper,Minera Colquisiri SA,Normal Operation
Cia Meridional de Mineracao,Mine (General),Brazil,Manganese Ore,US Steel Corp,"Project, no spec"
Tanami,Mine (General),Australia,Gold,Newmont Corporation,Normal Operation
Eagle,Mine (General),United States,Nickel,Lundin Mining Corp,Normal Operation
Stock,Mine (General),Canada,Gold,Agnico Eagle Mines Ltd,Care and Maintenance
Implied Production,Mine (General),South Africa,Palladium,South Africa,Normal Operation
Atacocha,Mine (General),Peru,Zinc,Nexa Resources SA,Normal Operation
Guizhou Zunyi Manganese Mine,Mine (General),China (Mainland),Manganese Ore,SASAC of Guizhou Province,Normal Operation
Selebi-Phikwe,Mine (General),Botswana,Cobalt,Premium Nickel Resources Corp,Care and Maintenance
COSE,Mine (General),Argentina,Silver,Pan American Silver Corp,Normal Operation
Implied Production Italy,Mine (General),Italy,Silver,Italy,Normal Operation
Tjate,Mine (General),South Africa,Platinum,Jubilee Metals Group PLC,Normal Operation
Fabrica Nova Iron Ore Mine,Mine (General),Brazil,Iron Ore,Vale SA,Not Applicable
Svartliden,Mine (General),Sweden,Gold,Dragon Mining Ltd,Care and Maintenance
Escobal,Mine (General),Guatemala,Gold,Pan American Silver Corp,Care and Maintenance
Implied Production,Mine (General),China (Mainland),Platinum,China,Normal Operation
Nickel Shaw,Mine (General),Canada,Nickel,Nickel Creek Platinum Corp,Feasibility
Gibraltar,Mine (General),Canada,Copper,Taseko Mines Ltd,Normal Operation
Ngoa Iron Ore Deposit,Mine (General),Cameroon,Iron Ore,Afferro Mining Inc,"Project, no spec"
Kilomoto,Mine (General),Congo (DRC),Gold,Asa Resource Group PLC,Normal Operation
Guangdong Xinrong Manganese Mine,Mine (General),China (Mainland),Manganese Ore,Sasac Of Guangdong Province,Normal Operation
Union Reefs,Mine (General),Australia,Gold,Agnico Eagle Mines Ltd,Care and Maintenance
Ingessana Hills Chromite Mine,Mine (General),Sudan,Chromite,Sudanese Mining Corp,Normal Operation
Timmins West,Mine (General),Canada,Silver,Pan American Silver Corp,Normal Operation
JayEye Manganese Deposit,Mine (General),Australia,Manganese Ore,Brumby Resources Ltd,Conceptual project
Agua Rica,Mine (General),Argentina,Silver,Pan American Silver Corp,Feasibility
Mt Bevan Iron Ore Deposit,Mine (General),Australia,Iron Ore,Legacy Iron Ore Ltd,Unknown
Implied Production,Mine (General),Portugal,Gold,Portugal,Normal Operation
Karouni,Mine (General),Guyana,Silver,Troy Resources Ltd,Prefeasibility
Sabara,Mine (General),Brazil,Silver,Jaguar Mining Inc,Conceptual project
Implied Production Zimbabwe,Mine (General),Zimbabwe,Silver,Zimbabwe,Normal Operation
Calicanto,Mine (General),Mexico,Silver,Endeavour Silver Corp,Conceptual project
Kalmakyr Copper Mine,Mine (General),Uzbekistan,Molybdenum,Kalmakyr Mining Department,Normal Operation
Mindoro,Mine (General),Philippines,Nickel,Aglubang Mining Corp,Feasibility
Wessels Manganese Mine,Mine (General),South Africa,Manganese Ore,Hotazel Manganese Mines,Normal Operation
Cons Murchison,Mine (General),South Africa,Gold,Village Main Reef Ltd,Care and Maintenance
Tagana-an,Mine (General),Philippines,Nickel,Nickel Asia Corp,Normal Operation
Sorby Hills,Mine (General),Australia,Zinc,Boab Metals Ltd,Prefeasibility
Tulsequah Chief,Mine (General),Canada,Lead,Chieftain Metals Inc.,Care and Maintenance
La Negra,Mine (General),Mexico,Zinc,Excellon Resources Inc,Normal Operation
Lucky Friday,Mine (General),United States,Zinc,Hecla Mining Co,Normal Operation
Roida-Bhadrasi Manganese Mine,Mine (General),India,Manganese Ore,Bonai Manganese Mines,Normal Operation
Black Angel,Mine (General),Greenland,Zinc,Angel Mining PLC,Care and Maintenance
Mariposa Iron Ore Deposit,Mine (General),Chile,Iron Ore,Admiralty Resources NL,Unknown
Mina Justa,Mine (General),Peru,Copper,Minsur SA,Normal Operation
Prosperity,Mine (General),Canada,Gold,Taseko Mines Ltd,Conceptual project
Curraghinalt,Mine (General),United Kingdom,Gold,Dalradian Resources Inc,Feasibility
Parnokskoye Manganese Mine,Mine (General),Russia,Manganese Ore,Marganets Komi Ojsc,Normal Operation
Balancing item South Korea,Mine (General),South Korea,Silver,South Korea,Normal Operation
Koppio Iron Ore Deposit,Mine (General),Australia,Iron Ore,Centrex Metals Ltd,Unknown
Paroo Station,Mine (General),Australia,Lead,Ivernia Inc,Care and Maintenance
Chiatura Manganese Mines,Mine (General),Georgia,Manganese Ore,Georgian Manganese Holding Ltd,Normal Operation
Greens Creek,Mine (General),United States,Silver,Hecla Mining Co,Normal Operation
La Plata,Mine (General),Ecuador,Gold,Atico Mining Corp,Prefeasibility
Cudnem Iron Ore Mine,Mine (General),India,Iron Ore,V M Salgaocar and Brother Private Ltd,Unknown
Klos Chromite Mines,Mine (General),Albania,Chromite,Albchrome,Normal Operation
Perama Hill,Mine (General),Greece,Gold,Eldorado Gold Corp,Feasibility
Krokodilkraal Iron/Vanadium Mine,Mine (General),South Africa,Vanadium,Vametco Minerals Corp,Normal Operation
Darwendale,Mine (General),Zimbabwe,Gold,Great Dyke Investments (Pvt) Ltd,Under Construction
Andrea,Mine (General),Peru,Silver,Compania Industrial el Volcan SA,Feasibility
Long Canyon,Mine (General),United States,Silver,Newmont Corporation,Normal Operation
Yangla,Mine (General),China (Mainland),Copper,Yunnan Copper Co Ltd,Normal Operation
Ukwa Manganese Mine,Mine (General),India,Manganese Ore,MOIL Ltd,Normal Operation
Svartliden,Mine (General),Sweden,Silver,Dragon Mining Ltd,Care and Maintenance
El Salvador,Mine (General),Chile,Copper,Corporacion Nacional del Cobre (Codelco),Normal Operation
Elandsrand (Kusasalethu),Mine (General),South Africa,Gold,Harmony Gold Mining Company Ltd,Normal Operation
Nchwaning Manganese Mine,Mine (General),South Africa,Manganese Ore,Black Rock Manganese Mine,Normal Operation
Tritton,Mine (General),Australia,Copper,Aeris Resources Ltd,Normal Operation
Minera Florida,Mine (General),United States,Zinc,Pan American Silver Corp,Normal Operation
Pucamarca,Mine (General),Peru,Gold,Minsur SA,Normal Operation
Caylloma,Mine (General),Peru,Silver,Minera Bateas SAC,Normal Operation
Yugo-Vostochnaya Gremyakha Titanuim Deposit,Mine (General),Russia,Iron Ore,Kola Mining & Metallurgical Company,Unknown
TGME,Mine (General),South Africa,Gold,Theta Gold Mines Ltd,Care and Maintenance
Sertao,Mine (General),Brazil,Gold,Orinoco Gold Ltd,Prefeasibility
Central Yilgarn Iron Ore Deposits,Mine (General),Australia,Iron Ore,Jupiter Mines Ltd,Unknown
Chanaral Bay,Mine (General),Chile,Copper,Copper Bay Ltd,Unknown
Creston Mascota,Mine (General),Mexico,Gold,Agnico Eagle Mines Ltd,Normal Operation
Noche Buena (Sonora),Mine (General),Mexico,Gold,Fresnillo PLC,Normal Operation
Taimyrsky Nickel/Copper Mine,Mine (General),Russia,Cobalt,GMK Noril'skiy nikel' PAO,Normal Operation
Implied Production Chad,Mine (General),Chad,Silver,Chad,Normal Operation
Bulong Nickel Mine,Mine (General),Australia,Cobalt,Kalgoorlie (Heron) Nickel Deposit,Temporarily Closed
Spence,Mine (General),Chile,Silver,BHP Group (UK) Ltd,Normal Operation
Hod Maden,Mine (General),Turkey,Copper,SSR Mining Inc,Under Construction
