physical asset,location,ownership,commodity,status,Countries,USA states
Convenience Stores,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate']",MPLX LP,Crude Oil,['Operational'],USA,
Convenience Stores,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate']",MPLX LP,Renewable Fuels,['Operational'],USA,
Convenience Stores,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate']",MPLX LP,Chemicals,['Operational'],USA,
fleet of boats and barges,['Galveston Bay'],MPLX LP,Crude Oil,['Operational'],,
fleet of boats and barges,['Galveston Bay'],MPLX LP,Natural Gas,['Operational'],,
fleet of boats and barges,['Galveston Bay'],MPLX LP,Natural Gas Liquids,['Operational'],,
fleet of boats and barges,['Galveston Bay'],MPLX LP,Refined Products,['Operational'],,
Energy Transfer Crude Oil Pipeline,"['Spiritwood', 'North Dakota']",Green Bison Soy Processing LLC,Soybean Crude Oil,['Operational'],USA,['North Dakota']
Energy Transfer Crude Oil Pipeline,"['Spiritwood', 'North Dakota']",ADM,Soybean Crude Oil,['Operational'],USA,['North Dakota']
Energy Transfer Crude Oil Pipeline,"['Spiritwood', 'North Dakota']",Marathon Petroleum Corporation,Soybean Crude Oil,['Operational'],USA,['North Dakota']
Soybean Processing Complex,['Spiritwood'],Marathon Petroleum Corporation,Soybeans,['Operational'],Canada,
Spiritwood Facility,['Catlettsburg'],,Crude Oil,['Operational'],USA,
Spiritwood Facility,['Catlettsburg'],,Refined Products,['Operational'],USA,
Catlettsburg Refinery,['Kentucky'],Marathon Petroleum Corporation,Crude Oil,"['Operational', 'Decommissioned', 'Under Construction', 'Decommissioning']",USA,['Kentucky']
Catlettsburg Refinery,['Kentucky'],Marathon Petroleum Corporation,Refined Products,"['Operational', 'Decommissioned', 'Under Construction', 'Decommissioning']",USA,['Kentucky']
Catlettsburg Refinery,['Kentucky'],Marathon Petroleum Corporation,Renewable Diesel,"['Operational', 'Decommissioned', 'Under Construction', 'Decommissioning']",USA,['Kentucky']
MarkWest Javelina Company,,MPLX LP,Crude Oil,,,
MarkWest Gas Services,['Near Gallup Refinery'],MPLX LP,Refined Products,['Abandoned'],USA ,['New Mexico']
Renewable Diesel Facility,['Western USA'],MPLX LP,Crude Oil,"['Operational', 'Abandoned']",USA,
Renewable Diesel Facility,['Western USA'],MPLX LP,Petroleum Products,"['Operational', 'Abandoned']",USA,
Refinery Asset Groups,['Gallup'],Marathon Petroleum Corporation,Renewable Diesel,['Indefinite Idling'],USA,
Salt Lake City Refinery,['Utah'],Marathon Petroleum Corporation,Corn Crude Oil,['Operational'],USA,['Utah']
Salt Lake City Refinery,['Utah'],Marathon Petroleum Corporation,Soybean Crude Oil,['Operational'],USA,['Utah']
Salt Lake City Refinery,['Utah'],Marathon Petroleum Corporation,Fats And Greases,['Operational'],USA,['Utah']
Propane Production Facilities,['Refineries'],Marathon Petroleum Corporation,Heavy Residual Fuel,['Operational'],,
Heavy Fuel Production Facilities,,Marathon Petroleum Corporation,Refined Products,['Operational'],,
Heavy Fuel Production Facilities,,Marathon Petroleum Corporation,Crude Oil,['Operational'],,
Hydrofluoric Acid Alkylation Units,"['USA Coastal And Great Lakes States', 'Inland Waterways Bordering States', 'Jurisdictions Of Operation']",Marathon Petroleum Corporation,Crude Oil,,USA,
Hydrofluoric Acid Alkylation Units,"['USA Coastal And Great Lakes States', 'Inland Waterways Bordering States', 'Jurisdictions Of Operation']",Marathon Petroleum Corporation,Refined Products,,USA,
Tanker,"['USA Coastal And Great Lakes States', 'Inland Waterways Bordering States', 'Jurisdictions In Which We Operate']",Marathon Petroleum Corporation,Crude Oil,,USA,
Tanker,"['USA Coastal And Great Lakes States', 'Inland Waterways Bordering States', 'Jurisdictions In Which We Operate']",Marathon Petroleum Corporation,Feedstocks,,USA,
Tanker,"['USA Coastal And Great Lakes States', 'Inland Waterways Bordering States', 'Jurisdictions In Which We Operate']",Marathon Petroleum Corporation,Refined Products,,USA,
Rail Car,['Garyville'],MPLX LP,Refined Products,['Operational'],USA,
Garyville Refinery,"['Gallup Refinery', 'Martinez Refinery']",Marathon Petroleum Corporation,Renewable Diesel,"['Operational', 'Decommissioned', 'Under Construction', 'Decommissioning']",USA,
Gray Oak Pipeline,,,,['Operational'],,
Star Project,"['Galveston Bay', 'Marcellus Shale', 'Utica Shale', 'Permian Basin']",,Crude Oil,"['Under Construction', 'Operational']",USA,
Star Project,"['Galveston Bay', 'Marcellus Shale', 'Utica Shale', 'Permian Basin']",,Refined Petroleum Products,"['Under Construction', 'Operational']",USA,
East Texas G&P Asset Group,"['USA', 'East Texas']",Marathon Petroleum Corporation,Crude Oil,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",Marathon Petroleum Corporation,Gasoline,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",Marathon Petroleum Corporation,Distillates,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",Marathon Petroleum Corporation,Natural Gas,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",Marathon Petroleum Corporation,Natural Gas Liquids,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",Marathon Petroleum Corporation,Refined Products,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",Marathon Petroleum Corporation,Other Hydrocarbon-Based Products,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",Marathon Petroleum Corporation,Renewables,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",MPLX LP,Crude Oil,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",MPLX LP,Gasoline,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",MPLX LP,Distillates,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",MPLX LP,Natural Gas,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",MPLX LP,Natural Gas Liquids,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",MPLX LP,Refined Products,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",MPLX LP,Other Hydrocarbon-Based Products,"['Operational', 'Impaired']",USA,['Texas']
East Texas G&P Asset Group,"['USA', 'East Texas']",MPLX LP,Renewables,"['Operational', 'Impaired']",USA,['Texas']
Private Domestic Fleets Of Inland Petroleum Product Barges,['Residential Or Commercial Construction'],,Natural Gas,['Being Installed'],,
Marine Operations,['USA'],MPLX LP,Refined Products,['Operational'],USA,
Marine Operations,['USA'],MPLX LP,Gasoline,['Operational'],USA,
Marine Operations,['USA'],MPLX LP,Distillates,['Operational'],USA,
Marine Operations,['USA'],MPLX LP,Natural Gas,['Operational'],USA,
Marine Operations,['USA'],MPLX LP,Natural Gas Liquids,['Operational'],USA,
Marine Operations,['USA'],MPLX LP,Other Hydrocarbon-Based Products,['Operational'],USA,
Marine Operations,['USA'],MPLX LP,Renewables,['Operational'],USA,
Marine Operations,['USA'],Marathon Petroleum Corporation,Refined Products,['Operational'],USA,
Marine Operations,['USA'],Marathon Petroleum Corporation,Gasoline,['Operational'],USA,
Marine Operations,['USA'],Marathon Petroleum Corporation,Distillates,['Operational'],USA,
Marine Operations,['USA'],Marathon Petroleum Corporation,Natural Gas,['Operational'],USA,
Marine Operations,['USA'],Marathon Petroleum Corporation,Natural Gas Liquids,['Operational'],USA,
Marine Operations,['USA'],Marathon Petroleum Corporation,Other Hydrocarbon-Based Products,['Operational'],USA,
Marine Operations,['USA'],Marathon Petroleum Corporation,Renewables,['Operational'],USA,
refined product pipelines,"['USA Gulf Coast', 'Martinez']",South Texas Gateway,Crude Oil,['Operational'],USA,['California']
refined product pipelines,"['USA Gulf Coast', 'Martinez']",South Texas Gateway,Natural Gas,['Operational'],USA,['California']
refined product pipelines,"['USA Gulf Coast', 'Martinez']",South Texas Gateway,Natural Gas Liquids,['Operational'],USA,['California']
refined product pipelines,"['USA Gulf Coast', 'Martinez']",South Texas Gateway,Refined Products,['Operational'],USA,['California']
refined product pipelines,"['USA Gulf Coast', 'Martinez']",Marathon Petroleum Corporation,Crude Oil,['Operational'],USA,['California']
refined product pipelines,"['USA Gulf Coast', 'Martinez']",Marathon Petroleum Corporation,Natural Gas,['Operational'],USA,['California']
refined product pipelines,"['USA Gulf Coast', 'Martinez']",Marathon Petroleum Corporation,Natural Gas Liquids,['Operational'],USA,['California']
refined product pipelines,"['USA Gulf Coast', 'Martinez']",Marathon Petroleum Corporation,Refined Products,['Operational'],USA,['California']
